Title,Link,Date,Meta_Description,Headings,Image_URLs,Page_Content,Favicon,Source,Domain,Displayed_Link,Snippet_Highlighted_Words
Governmentality and the Swedish Approach on HIV/AIDS- ...,https://www.diva-portal.org/smash/get/diva2:1268848/FULLTEXT01.pdf,,"- To what extent can the Swedish approach on HIV/AIDS-prevention, as explained in. SOU 2004:13, be seen as a programmatic governmental project that controls the ...",,,[],"data:image/webp;base64,UklGRrYCAABXRUJQVlA4WAoAAAAQAAAAGAAAGAAAQUxQSFwBAAARkCzJtmlbY6xr27Zt27aebdtW07Zt27bRtG2/t8+K/QkRMQGQF1DbOlVbHepWr7VRyWnJtWB1dHLvP80RcjSwMBKg6cjPH7vqE8LQRI8KuvULuwYZCcfdv76vdtQ2TOs7rJWBUt2+vbP7lDTtvXn1YM/yXks2Li3VUaBp0dEvX97dmphfNuvBu49v96TqQpnGbR78ejraXc/Af8HHn7cydaBJmA1/NtmcoEjYdLm1PmRF0rFGLQAIntjZS8hQt/rORFMCTNi6Kl5HgkZ5Z77d6OhsaOwx4uX3HaFaAAGQxmVnfv58uW9s6w4zLzz69uNwpFCAdvSsI1um9hlx7tLpU9P7TNx6dJIz8b9B7ZQKez0dr10/3k1z1tF1rB5co68gnLwMABr3//S+vQ5AEzdnbQWQAKidfutpngBAEtKk88JroVBXv36BDWUoQaccbWgmpIUuNBLqEv9TDWVWUDggNAEAANAGAJ0BKhkAGQA+kSikUiWhpaWUALASCWgAnS+AjAJpR/9hFF/s/qAH63B2UPxT1IEDgsNF6gsnWpksvJaAAAD+uSL+YFEt6WeLKf2+rjzSBZTB2nycgwsiUPJR0QjnS4qoULc7n929kEKB3nvtjzxbzkVxAd9MFvwNmcfODUifNN7eULnFBSjVr5zfke50ji/AWFAx4HLpoz6MhTOy8d1qsVueTP+Ikikce+/ZEfBOH/MvJmAVKqSyvF7k7pl8L5eb6epzaC6tk13vMCyFecTUX4G6PBPQAdEjMAAhSqoBw7JnfszguKIRdyYfn40tpeg/Z//3MYpP1Kc6ype3xoiS32HLKJtfqWcP+oB0XrvrAv7ylugffxgHYM4Z4rFeepq6zrH/lierHBVl8kMsN3gUYYAA",DiVA portal,www.diva-portal.org,https://www.diva-portal.org › get › FULLTEXT01,"['HIV', 'AIDS']"
HIV-positive migrants' encounters with the Swedish health ...,https://www.tandfonline.com/doi/full/10.3402/gha.v9.31753,,Fear of deportation may limit legal immigrants' access to HIV/AIDS-related care: a survey of Swedish language school. Students in Northern Sweden. J Immigr ...,,,[],"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABIAAAASCAMAAABhEH5lAAAAilBMVEX///9nncxuo9Bsoc9imck2cq1xptFupNBelsdZkcTJ2uj7/f8/eLE+d7I5da47dLA1a6Rxp9BnnMhpn8iDrdTG2euzzOSKsNS70edflcTR4O9TjcFnmshZkb9Ihr2dvd1UjLuoxN96pc/a5fLf6PKRudbz+Py/0+CCp8mPsdFEf7Z4ocY1bq0za6HjEIjXAAAAzUlEQVQYlU3Ii3KDIBAF0BVFQREfLT5ARI1JU2L+//e62GnHw8xd7gVCSJpmmE0aNE0DJFSSZXgzhCNEUXxFMpyS6Fd8Ztt+AIuSgH2q+PxMLYxdzxnjXA0cL2PjCEYPhidxO/TTNHHOrcWpm43TSuVad2Y2C05u7Td3C/Zh611+B6P2AooTFPBYvyzMdnHw75E/Z/Bo/Vv0tvgZSu+FeN4KHPZvUQrhAUNIKpbXywoqy1IKqGRATxWSEip6FRpc+kEPRKF+16cjPFS/fwDGnhL0LpBIbQAAAABJRU5ErkJggg==",Taylor & Francis Online,www.tandfonline.com,"https://www.tandfonline.com › ... › Volume 9, Issue 1","['HIV', 'AIDS', 'Sweden']"
